Name,UID,Club,Based,Nat,DoB,Height,Weight,Best Pos,Transfer Value,Wage,Preferred Foot,Right Foot,Left Foot,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat.1,Pac,Sta,Str,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr
Raúl Jiménez,51013463,Fulham,England (Premier League),MEX,5/5/1989 (34 years old),190 cm,76 kg,ST (C),€425K - €4.2M,"€93,000 p/w",Right,Very Strong,Fairly Strong,6,11,13,13,12,8,13,13,6,8,13,16,9,14,17,13,13,14,14,12,16,9,8,14,10,15,11,16,13,12,14,15,14,13,12,13,3,2,3,2,2,3,3,2,2,3,1
Rodrigo Muniz,19352610,Fulham,England (Premier League),BRA,4/5/1999 (24 years old),185 cm,80 kg,ST (C),€400K - €9.4M,"€14,000 p/w",Right,Very Strong,Weak,8,10,13,13,13,6,14,11,10,7,13,8,7,13,11,14,14,13,10,12,13,15,8,15,7,11,12,13,13,13,11,14,12,14,11,11,1,3,2,2,3,1,2,2,3,3,3
Bernd Leno,92012109,Fulham,England (Premier League),GER,4/3/1990 (33 years old),190 cm,83 kg,GK,Not for Sale,"€105,000 p/w",Right,Very Strong,Weak,1,2,2,1,10,5,6,3,1,3,10,3,2,9,8,14,14,12,14,10,12,4,9,6,13,16,7,12,13,16,14,14,14,10,12,12,14,14,13,13,15,15,17,12,17,16,12
Vitinha,83227945,Genoa,Italy (Serie A),POR,15/3/1998 (25 years old),183 cm,74 kg,ST (C),€62M - €75M,"€28,000 p/w",Right,Very Strong,Fairly Strong,6,10,13,14,12,7,13,13,5,6,11,13,8,12,14,15,16,12,13,12,14,12,7,14,7,14,11,14,14,12,14,12,15,14,15,13,3,3,3,3,2,2,2,2,3,3,1
Maxwel Cornet,85117459,Genoa,Italy (Serie A),CIV,27/9/1994 (28 years old),179 cm,69 kg,"M/AM (RL), ST (RL)",€16.5M - €21M,,Left,Fairly Strong,Very Strong,12,11,11,14,11,11,11,10,10,11,12,10,11,12,8,10,13,12,11,10,14,12,6,10,10,13,11,14,15,13,12,10,15,15,13,12,1,1,2,1,3,3,1,3,1,3,2
Leo Østigård,53122155,Genoa,Italy (Serie A),NOR,28/11/1997 (25 years old),184 cm,80 kg,D (C),€12.5M - €16M,,Right,Very Strong,Weak,4,8,7,6,11,6,18,6,12,15,11,8,15,10,17,13,17,13,12,13,16,10,10,7,14,13,10,17,13,11,14,13,15,14,15,16,4,2,2,4,1,2,1,3,1,2,3
Morten Frendrup,27132198,Genoa,Italy (Serie A),DEN,7/4/1999 (24 years old),178 cm,71 kg,M (C),€7.2M - €10M,"€9,750 p/w",Right,Very Strong,Fairly Strong,8,10,9,10,13,8,13,10,6,15,14,7,15,13,15,12,13,12,13,14,12,7,13,13,13,14,14,17,13,13,11,9,13,14,15,11,3,2,1,3,2,1,1,3,1,2,2
Valentín Carboni,2000097988,Genoa,Italy (Serie A),ARG,5/3/2003 (20 years old),185 cm,70 kg,AM (C),€7M - €11M,"€6,250 p/w",Left,Weak,Very Strong,7,12,14,14,14,8,7,12,5,7,14,9,7,15,7,12,11,12,11,13,16,15,6,14,7,12,13,12,14,14,11,9,15,14,12,9,2,1,2,3,1,2,3,2,1,1,2
Lorenzo Colombo,43424893,Genoa,Italy (Serie A),ITA,8/3/2000 (23 years old),183 cm,74 kg,ST (C),€4.7M - €9.2M,"€10,750 p/w",Left,Fairly Strong,Very Strong,4,7,12,13,13,9,14,13,6,6,13,12,6,13,12,13,13,12,13,12,15,8,8,15,7,12,12,12,14,13,12,14,14,14,13,14,3,2,1,3,2,3,1,3,2,1,3
Aarón,67196209,Genoa,Italy (Serie A),ESP,22/4/1995 (28 years old),180 cm,72 kg,D/WB (RL),€2.1M - €4.4M,"€24,500 p/w",Left,Weak,Very Strong,14,15,13,7,15,16,7,8,15,12,12,11,13,15,12,12,13,15,11,12,13,13,8,13,12,12,13,12,13,12,15,9,15,12,15,10,1,3,2,2,3,2,2,1,3,2,2
Caleb Ekuban,43068478,Genoa,Italy (Serie A),GHA,23/3/1992 (31 years old),182 cm,80 kg,ST (C),€1.2M,"€24,500 p/w",Right,Very Strong,Reasonable,5,11,13,12,12,5,12,8,3,4,13,12,5,13,14,11,13,11,12,11,11,10,10,12,7,14,12,13,15,13,13,13,15,15,13,14,2,3,3,3,4,2,3,1,3,2,3
Benji Siegrist,28038177,Genoa,Italy (Serie A),SUI,31/1/1990 (33 years old),194 cm,85 kg,GK,€900K - €2M,,Right Only,Very Strong,Weak,4,3,2,2,6,8,5,2,2,3,8,3,3,11,8,10,11,10,11,11,14,4,15,2,14,13,9,12,9,11,15,17,12,9,11,12,17,14,12,7,15,10,15,15,14,12,12
Albert Grønbæk,27139574,Genoa,Italy (Serie A),DEN,23/5/1999 (24 years old),185 cm,73 kg,"M/AM (RL), ST (RL)",€850K - €11.5M,,Right,Very Strong,Fairly Strong,12,12,14,11,15,12,10,14,8,8,12,9,6,14,13,13,13,12,11,13,10,15,7,12,8,13,12,14,15,15,13,12,14,14,14,8,3,1,1,1,3,2,3,2,3,1,3
Morten Thorsby,53098756,Genoa,Italy (Serie A),NOR,5/5/1994 (29 years old),189 cm,72 kg,"DM, M (C)",€700K - €6.8M,"€21,500 p/w",Right,Very Strong,Reasonable,2,7,10,9,11,3,16,7,6,13,11,8,15,11,17,13,16,12,15,12,18,8,12,13,13,18,11,19,12,10,15,16,15,12,18,15,3,3,2,3,4,2,3,3,1,1,2
Brooke Norton-Cuffy,2000047226,Genoa,Italy (Serie A),ENG,12/1/2002 (21 years old),181 cm,77 kg,"M/AM (RL), ST (RL)",€550K - €5.4M,"€11,000 p/w",Right,Very Strong,Reasonable,10,12,12,8,11,6,10,8,10,10,11,6,12,12,10,12,12,9,8,9,13,13,8,10,10,12,7,14,15,14,12,12,12,15,11,12,3,1,1,4,2,3,2,3,3,3,2
Junior Messias,43315178,Genoa,Italy (Serie A),BRA,13/5/1989 (34 years old),174 cm,68 kg,"M/AM (RL), ST (RL)",€375K - €3.6M,"€33,500 p/w",Left,Reasonable,Very Strong,11,11,15,11,14,10,13,13,6,7,13,11,10,13,12,12,11,11,12,11,18,14,10,14,9,14,13,13,15,14,13,9,15,14,12,12,3,1,2,2,3,1,1,3,1,2,1
Mikael Egill Ellertsson,39056943,Genoa,Italy (Serie A),ISL,11/3/2000 (23 years old),182 cm,74 kg,M (C),€325K - €3.3M,"€11,000 p/w",Left,Reasonable,Very Strong,6,7,13,12,13,7,8,9,5,12,13,8,12,13,8,13,12,12,13,12,14,12,10,14,13,13,11,12,13,13,12,10,17,13,13,12,1,3,1,1,3,2,1,4,4,2,2
Patrizio Masini,43390579,Genoa,Italy (Serie A),ITA,27/1/1999 (24 years old),180 cm,70 kg,M (C),€275K,"€3,700 p/w",Right,Very Strong,Weak,9,8,9,8,12,11,10,10,10,11,14,8,11,11,11,10,11,12,12,13,12,10,10,11,12,11,12,12,12,12,12,12,10,12,14,11,1,3,3,1,3,1,2,1,2,2,4
Alessandro Marcandalli,43500463,Genoa,Italy (Serie A),ITA,25/2/2000 (23 years old),190 cm,81 kg,D (C),€250K - €2.5M,"€9,750 p/w",Right Only,Very Strong,Weak,3,5,9,6,9,4,14,4,10,14,9,6,14,10,9,12,12,11,12,13,11,6,8,8,14,11,9,12,14,10,14,15,12,13,13,13,2,3,1,3,2,3,3,3,3,2,2
Junior Onana,83313842,Genoa,Italy (Serie A),CMR,8/1/1998 (25 years old),189 cm,86 kg,"DM, M (C)",€240K - €2.4M,"€36,000 p/w",Right,Very Strong,Reasonable,8,6,12,9,12,9,14,9,9,13,12,10,14,10,17,13,13,11,14,13,15,9,8,8,10,14,12,12,13,11,13,14,13,12,13,14,1,2,3,2,1,3,3,3,1,1,3
Mihai Calitoiu,2000134331,Genoa,Italy (Serie A),ROU,27/11/2001 (21 years old),189 cm,80 kg,M (C),€170K - €1.7M,"€3,300 p/w",Right,Very Strong,Reasonable,10,9,8,11,13,10,8,12,5,15,15,6,9,15,8,11,6,8,8,15,14,5,8,13,8,11,15,14,15,13,11,12,11,15,13,9,1,3,1,2,4,1,2,3,2,2,3
Sebastian Otoa,2000120656,Genoa,Italy (Serie A),DEN,13/5/2002 (21 years old),198 cm,85 kg,D (C),€160K - €1.6M,"€2,100 p/w",Right,Very Strong,Reasonable,5,6,13,8,11,6,10,8,10,10,11,10,11,11,6,10,10,13,10,10,13,11,10,8,11,12,11,11,11,11,9,17,14,12,11,13,1,2,1,1,3,1,2,3,3,4,2
Hugo Cuenca,2000091624,Genoa,Italy (Serie A),PAR,8/1/2003 (20 years old),183 cm,73 kg,"M/AM (RL), ST (RL)",€120K - €1.2M,€950 p/w,Left,Reasonable,Very Strong,5,10,13,8,13,7,9,11,6,4,12,9,5,15,7,9,14,10,7,8,13,15,8,12,4,8,11,7,13,13,11,10,11,12,8,7,2,1,1,1,1,1,3,1,1,3,3
Stefano Sabelli,43093403,Genoa,Italy (Serie A),ITA,13/1/1991 (32 years old),180 cm,74 kg,D/WB (RL),€120K - €1.2M,"€9,500 p/w",Right,Very Strong,Reasonable,5,14,13,10,13,6,13,9,12,14,13,6,14,12,17,13,14,13,13,12,14,10,13,12,13,13,11,15,14,13,12,10,13,14,13,11,1,1,4,2,2,2,3,2,1,3,1
Kevin Strootman,37002756,Genoa,Italy (Serie A),NED,13/2/1988 (35 years old),186 cm,78 kg,M (C),€60K - €600K,"€49,000 p/w",Left,Weak,Very Strong,9,10,11,9,12,8,11,11,5,13,15,13,14,13,17,13,16,15,16,13,19,5,17,14,14,17,13,14,10,10,16,10,16,10,12,13,2,1,1,1,3,2,2,4,1,3,2
Johan Felipe Vásquez,51067636,Genoa,Italy (Serie A),MEX,22/10/1996 (26 years old),184 cm,78 kg,D (C),€55K - €8.8M,"€11,250 p/w",Left Only,Weak,Very Strong,4,8,10,9,10,5,15,10,10,14,11,8,15,12,17,15,15,13,13,13,13,8,10,9,13,12,10,14,15,13,14,13,15,12,14,14,3,2,1,2,3,2,3,3,1,1,2
Nicola Leali,43067875,Genoa,Italy (Serie A),ITA,17/2/1991 (32 years old),193 cm,82 kg,GK,€40K - €425K,"€8,750 p/w",Right Only,Very Strong,Weak,6,2,3,2,8,8,6,3,2,3,10,2,3,8,8,11,11,10,12,12,15,3,14,8,13,13,12,13,11,14,11,16,16,11,14,11,12,12,12,6,12,11,14,6,15,9,12
Daniele Sommariva,43161654,Genoa,Italy (Serie A),ITA,18/7/1995 (27 years old),188 cm,76 kg,GK,€0 - €50K,"€5,000 p/w",Right Only,Very Strong,Weak,1,1,7,1,10,4,9,10,12,4,10,1,4,4,7,4,10,11,11,11,12,9,7,8,13,15,11,10,12,12,13,12,11,13,12,11,11,12,12,9,11,10,11,10,11,10,10
Ruslan Malinovskyi,71048716,Genoa,Italy (Serie A),UKR,4/5/1991 (32 years old),181 cm,79 kg,AM (C),Not for Sale,"€35,500 p/w",Left,Fairly Strong,Very Strong,16,13,15,12,16,16,4,17,4,6,14,14,10,16,15,12,12,13,12,13,14,16,8,13,6,11,14,15,13,12,16,9,16,12,11,15,2,2,2,2,3,1,1,3,1,4,3
Nicolae Stanciu,57050464,Genoa,Italy (Serie A),ROU,7/5/1991 (32 years old),170 cm,63 kg,AM (C),Not for Sale,"€43,000 p/w",Right,Very Strong,Fairly Strong,13,13,15,14,15,14,7,15,3,6,16,13,6,15,9,13,10,14,13,15,11,15,12,14,9,11,15,12,12,14,13,7,15,12,12,8,2,2,1,1,3,4,2,3,2,2,1
Mauro Arambarri,78064881,Getafe,Spain (LaLiga),URU,30/9/1993 (29 years old),174 cm,71 kg,"DM, M (C)",€9M - €11M,"€17,250 p/w",Right,Very Strong,Fairly Strong,8,10,12,10,13,11,8,12,4,13,13,6,15,13,15,14,16,13,15,13,15,11,8,12,14,16,12,16,12,12,14,6,12,13,16,13,1,3,2,3,2,2,2,3,2,3,2
Borja Mayoral,67211912,Getafe,Spain (LaLiga),ESP,5/4/1995 (28 years old),182 cm,74 kg,ST (C),€8.8M - €13.5M,"€19,250 p/w",Right,Very Strong,Fairly Strong,6,10,13,16,15,8,12,12,4,6,12,14,7,14,16,15,14,14,14,13,16,13,9,16,7,13,12,13,12,12,14,11,14,13,14,13,1,2,2,2,1,3,1,1,1,4,2
Luis Milla,67191561,Getafe,Spain (LaLiga),ESP,7/10/1992 (30 years old),175 cm,68 kg,"DM, M (C)",€6.6M - €8M,"€15,250 p/w",Right,Very Strong,Reasonable,14,12,12,11,14,14,7,12,9,9,15,14,11,14,12,13,14,12,14,13,16,13,14,13,10,15,15,15,12,14,13,9,13,13,15,10,2,2,2,3,1,3,3,1,3,1,3
David Soria,67011248,Getafe,Spain (LaLiga),ESP,4/4/1991 (32 years old),192 cm,85 kg,GK,€6.4M - €10M,"€23,500 p/w",Right,Very Strong,Weak,4,2,2,2,7,8,4,3,2,2,8,3,3,5,11,15,13,12,14,15,13,9,11,11,15,13,8,14,9,12,13,16,11,9,11,14,15,15,15,8,16,12,13,10,15,16,14
Domingos Duarte,55063355,Getafe,Spain (LaLiga),POR,10/3/1993 (30 years old),190 cm,84 kg,D (C),€5.2M - €6.6M,"€18,250 p/w",Right,Very Strong,Weak,4,6,9,9,11,6,14,6,9,15,11,11,14,11,14,13,14,13,15,13,14,7,13,8,15,15,8,14,12,12,14,15,16,13,15,15,2,3,3,2,1,2,2,1,2,1,2
Javi Muñoz,67199309,Getafe,Spain (LaLiga),ESP,28/2/1993 (30 years old),176 cm,70 kg,"DM, M (C)",€4.6M - €9M,"€12,250 p/w",Right,Very Strong,Fairly Strong,13,13,13,10,14,14,5,11,8,8,14,12,8,14,11,14,12,14,15,15,15,12,11,13,13,15,14,14,14,11,12,7,12,12,13,10,2,2,3,1,2,3,2,1,3,1,1
Juan Iglesias,67235978,Getafe,Spain (LaLiga),ESP,3/7/1996 (26 years old),185 cm,75 kg,D/WB (RL),€550K - €5.4M,"€8,750 p/w",Right,Very Strong,Weak,9,14,13,9,13,6,10,9,12,12,12,12,13,13,14,13,14,12,13,12,14,12,10,12,13,13,11,13,13,12,11,10,12,15,14,13,2,3,2,1,2,1,2,3,2,2,4
Djéné Dakonam,211232,Getafe,Spain (LaLiga),TOG,31/12/1989 (33 years old),178 cm,71 kg,"DM, M (C)",€550K - €5.4M,"€19,250 p/w",Right,Very Strong,Reasonable,8,9,9,5,11,7,9,8,12,15,9,8,15,10,16,14,17,14,14,14,13,8,9,11,14,16,10,17,16,14,13,10,16,14,16,15,2,2,1,1,1,2,2,3,4,2,1
Diego Rico,67149986,Getafe,Spain (LaLiga),ESP,23/2/1991 (32 years old),181 cm,75 kg,D/WB (RL),€500K - €5.2M,"€14,250 p/w",Left,Reasonable,Very Strong,13,14,11,7,12,12,12,13,12,10,12,8,11,12,13,14,12,12,13,12,16,13,10,12,11,14,10,16,14,12,11,13,16,13,16,14,4,1,2,2,1,2,2,3,3,2,1
Yvan Neyou,85134218,Getafe,Spain (LaLiga),CMR,3/1/1995 (28 years old),180 cm,63 kg,"M/AM (RL), ST (RL)",€500K - €5M,"€6,250 p/w",Right,Very Strong,Weak,11,13,13,7,12,11,8,8,6,6,11,4,10,12,12,14,10,13,13,12,10,11,5,14,8,14,12,13,14,15,12,11,12,15,14,12,1,2,1,2,3,2,3,3,3,2,1
Abdelkabir Abqar,67257704,Getafe,Spain (LaLiga),MAR,10/3/1997 (26 years old),188 cm,80 kg,D (C),€400K - €4M,"€7,000 p/w",Right,Very Strong,Reasonable,6,7,8,7,10,6,12,5,7,14,9,7,13,10,14,12,15,11,13,12,12,6,5,5,13,14,8,15,11,11,10,15,10,13,15,16,3,3,3,2,3,1,2,4,1,2,1
Abu Kamara,28127271,Getafe,Spain (LaLiga),ENG,21/7/2001 (21 years old),183 cm,75 kg,"AM (RL), ST (RL)",€325K - €3.2M,"€5,500 p/w",Left,Reasonable,Very Strong,7,10,12,13,11,7,6,9,4,7,9,16,6,11,6,12,7,14,9,8,14,12,4,11,9,10,10,11,14,13,12,10,11,14,11,6,3,3,1,1,3,3,1,3,3,2,1
Álex Sancris,67231126,Getafe,Spain (LaLiga),ESP,18/1/1995 (28 years old),181 cm,75 kg,"M/AM (RL), ST (RL)",€140K - €1.4M,"€2,900 p/w",Right,Very Strong,Fairly Strong,13,13,10,11,13,13,8,9,7,8,11,12,8,13,8,9,10,10,8,13,11,10,8,12,10,13,13,11,13,12,8,10,12,14,11,10,1,3,2,2,1,3,3,2,1,1,1
Jorge Montes,2000087588,Getafe,Spain (LaLiga),ESP,6/3/2002 (21 years old),184 cm,71 kg,D/WB (RL),€110K - €1.1M,€350 p/w,Right,Very Strong,Weak,6,9,13,9,9,7,7,7,7,9,9,6,11,7,12,5,9,8,7,12,11,8,4,12,6,11,7,12,13,13,5,7,13,13,13,3,3,1,2,1,3,1,2,1,2,2,1
Allan Nyom,34009070,Getafe,Spain (LaLiga),CMR,10/5/1986 (37 years old),189 cm,80 kg,D/WB (RL),€95K - €950K,"€10,000 p/w",Right Only,Very Strong,Weak,5,11,11,6,11,5,12,6,12,13,11,7,15,12,15,14,16,13,13,12,16,10,9,14,13,16,10,15,13,11,10,14,15,13,15,16,4,4,2,1,2,2,2,2,3,2,2
Mario Martín,2000163504,Getafe,Spain (LaLiga),ESP,5/3/2002 (21 years old),178 cm,74 kg,"DM, M (C)",€90K - €900K,,Right,Very Strong,Weak,9,9,10,9,13,8,8,13,4,12,13,1,11,14,13,13,10,11,14,13,16,6,10,8,13,12,12,14,14,14,10,6,12,14,13,7,1,1,2,2,2,1,1,4,4,1,1
Alberto Risco,2002043703,Getafe,Spain (LaLiga),ESP,29/8/2003 (19 years old),180 cm,72 kg,AM (C),€50K - €500K,€950 p/w,Left,Reasonable,Very Strong,8,11,14,13,13,8,2,10,6,5,13,4,5,14,8,10,3,7,8,8,10,13,6,10,7,10,7,13,14,14,10,10,8,14,10,6,1,3,3,1,3,3,2,3,3,2,3
Jiří Letáček,25058195,Getafe,Spain (LaLiga),CZE,9/1/1997 (26 years old),196 cm,90 kg,GK,€28K - €275K,"€2,500 p/w",Left,Reasonable,Very Strong,4,1,3,1,9,5,2,2,3,2,15,1,2,8,8,12,13,10,12,12,3,5,5,6,12,10,9,12,9,13,8,12,10,9,10,11,13,12,12,5,11,12,10,12,14,11,13
Rubi,2000241493,Getafe,Spain (LaLiga),ESP,20/4/2000 (23 years old),175 cm,72 kg,ST (C),€18K - €55K,€575 p/w,Left Only,Weak,Very Strong,6,4,12,14,14,2,14,7,3,7,8,6,3,12,7,12,7,13,9,14,11,11,8,14,9,8,6,9,14,14,9,5,7,14,10,9,3,2,2,3,3,2,2,2,3,1,2
Damián Cáceres,2000076418,Getafe,Spain (LaLiga),ESP,31/5/2001 (22 years old),181 cm,76 kg,M (C),€0 - €55K,€350 p/w,Right,Very Strong,Reasonable,8,6,6,9,14,8,8,8,7,10,12,6,12,11,15,9,9,13,8,14,9,5,10,9,13,13,6,13,13,10,6,10,9,14,9,7,2,1,3,1,3,3,1,2,2,4,2
Marc Vilaplana,2000125688,Getafe,Spain (LaLiga),ESP,20/1/2001 (22 years old),190 cm,81 kg,D (C),€0 - €30K,€300 p/w,Left Only,Weak,Very Strong,5,1,1,7,10,1,9,6,6,14,9,1,13,9,12,7,15,8,12,14,12,8,8,7,9,7,1,8,8,11,8,15,12,8,9,7,2,3,3,3,2,2,3,1,1,4,2
Juanmi,67106568,Getafe,Spain (LaLiga),ESP,20/5/1991 (32 years old),172 cm,63 kg,"AM (RL), ST (RL)",Not for Sale,"€15,250 p/w",Right,Very Strong,Fairly Strong,7,10,14,14,15,11,11,11,6,6,13,11,9,16,13,15,12,13,12,12,15,14,9,17,9,13,12,15,14,14,14,7,11,13,12,10,3,1,1,4,1,1,2,3,1,2,2
Kiko Femenía,67063051,Getafe,Spain (LaLiga),ESP,2/2/1989 (34 years old),176 cm,71 kg,D/WB (RL),Not for Sale,"€18,250 p/w",Right,Very Strong,Fairly Strong,10,14,13,9,12,9,8,9,14,10,14,11,13,14,9,9,13,10,12,12,11,13,9,13,13,11,12,12,16,11,12,8,14,16,14,10,1,3,4,2,2,3,3,1,2,3,2
Thomas Lemar,85093001,Girona,Spain (LaLiga),FRA,12/11/1993 (29 years old),170 cm,58 kg,"M/AM (RL), ST (RL)",€35M - €43M,,Left,Weak,Very Strong,16,15,15,12,15,16,6,13,2,7,16,14,6,16,9,12,10,13,12,12,15,16,10,14,8,14,15,15,15,15,11,7,12,14,13,9,1,3,2,2,3,1,3,2,2,1,2
Dominik Livaković,24025298,Girona,Spain (LaLiga),CRO,9/1/1993 (30 years old),188 cm,79 kg,GK,€18M - €28M,,Right,Very Strong,Reasonable,5,2,1,2,10,7,7,3,2,3,13,2,9,9,4,16,15,14,10,14,13,8,14,4,16,14,11,9,12,16,12,15,13,8,12,13,13,8,9,4,13,15,19,16,18,11,14
Bryan Gil,67260440,Girona,Spain (LaLiga),ESP,11/2/1999 (24 years old),175 cm,69 kg,"M/AM (RL), ST (RL)",€16M - €25M,"€14,500 p/w",Left,Reasonable,Very Strong,10,14,16,13,13,10,8,11,6,6,12,10,5,14,10,13,9,11,11,12,15,17,7,14,5,10,13,12,16,15,14,7,12,14,13,8,3,1,1,1,1,1,1,3,3,2,1
Abel Ruiz,67245418,Girona,Spain (LaLiga),ESP,28/1/1998 (25 years old),182 cm,73 kg,ST (C),€15M - €23M,"€13,500 p/w",Right,Very Strong,Fairly Strong,8,10,14,12,15,9,12,13,3,4,14,15,7,15,9,11,12,13,11,13,13,13,11,12,7,13,14,12,14,13,15,12,15,14,15,14,3,2,3,1,3,1,2,1,3,4,2
Viktor Tsygankov,71080414,Girona,Spain (LaLiga),UKR,15/11/1995 (27 years old),178 cm,72 kg,"M/AM (RL), ST (RL)",€8.4M - €13M,"€38,500 p/w",Left,Reasonable,Very Strong,14,13,15,12,15,14,7,13,9,6,14,15,8,16,10,12,9,13,11,12,15,14,13,14,8,11,15,11,15,14,12,9,10,14,13,12,3,4,3,2,3,1,3,1,2,2,3
Arnau Martínez,2000062512,Girona,Spain (LaLiga),ESP,24/5/2001 (22 years old),182 cm,79 kg,D (RL),€8.2M - €12.5M,"€13,500 p/w",Right,Very Strong,Reasonable,9,12,9,8,11,8,9,9,12,13,12,10,15,13,13,15,14,14,15,13,6,9,12,13,14,14,12,15,12,12,11,11,12,13,14,12,2,3,1,2,3,3,1,2,2,4,2
Yaser Asprilla,2000053239,Girona,Spain (LaLiga),COL,19/11/2001 (21 years old),185 cm,75 kg,"M/AM (RL), ST (RL)",€7.8M - €9.8M,"€7,250 p/w",Left,Strong,Very Strong,11,13,14,11,12,11,8,11,4,5,14,9,6,13,13,11,12,12,11,11,10,13,6,13,5,11,14,13,13,12,10,12,13,13,13,10,2,2,1,1,1,2,1,2,1,2,3
Azzedine Ounahi,49052370,Girona,Spain (LaLiga),MAR,19/4/1998 (25 years old),182 cm,62 kg,"M (C), AM (RLC), ST (RL)",€6.2M - €9.6M,"€7,750 p/w",Right,Very Strong,Reasonable,7,10,14,7,14,7,11,8,4,12,15,9,11,14,10,12,13,13,11,11,14,14,8,12,12,12,15,13,13,15,11,11,12,13,15,12,4,2,3,1,2,2,1,3,1,1,3
Donny van de Beek,37048153,Girona,Spain (LaLiga),NED,18/4/1995 (28 years old),184 cm,76 kg,M (C),€6M - €7.2M,"€13,500 p/w",Right,Very Strong,Fairly Strong,11,13,13,12,15,13,11,12,7,10,15,11,10,15,11,12,12,14,11,12,13,13,10,16,8,16,13,17,11,14,13,13,12,12,15,10,1,3,1,2,1,3,3,1,1,3,1
Portu,67115581,Girona,Spain (LaLiga),ESP,21/5/1990 (33 years old),178 cm,71 kg,"AM (RL), ST (RL)",€2.6M - €5.4M,"€14,500 p/w",Right,Very Strong,Reasonable,10,11,13,12,12,12,6,11,8,9,12,9,10,13,16,12,15,12,13,11,17,12,13,14,8,15,13,16,15,12,13,10,14,15,12,13,1,3,1,2,3,4,3,2,3,2,1
Jhon Solís,2000040214,Girona,Spain (LaLiga),COL,3/10/2002 (20 years old),189 cm,80 kg,"DM, M (C)",€750K - €7.6M,"€3,500 p/w",Right,Very Strong,Weak,11,10,11,9,12,9,8,10,10,11,13,7,12,13,11,13,13,11,10,12,9,8,13,10,12,12,12,13,13,12,13,12,14,13,14,13,2,3,3,1,3,3,3,2,1,2,1
Iván Martín,67258832,Girona,Spain (LaLiga),ESP,14/2/1997 (26 years old),178 cm,75 kg,"M (C), AM (RLC), ST (RL)",€450K - €10M,"€14,500 p/w",Left,Reasonable,Very Strong,12,14,15,12,14,12,10,10,8,11,13,12,12,15,12,12,13,13,13,14,16,13,11,12,13,13,15,13,13,13,11,9,13,14,12,12,2,3,2,2,2,3,3,3,2,3,2
Paulo Gazzaniga,67136579,Girona,Spain (LaLiga),ARG,2/1/1990 (33 years old),196 cm,90 kg,GK,€350K - €3.5M,"€29,000 p/w",Right,Very Strong,Reasonable,3,2,3,1,8,5,6,1,1,2,10,3,1,13,9,12,14,10,14,12,13,6,11,4,14,11,14,12,10,15,11,17,11,9,12,13,15,12,12,5,13,16,13,7,16,12,13
Joel Roca,2000164598,Girona,Spain (LaLiga),ESP,2/1/2003 (20 years old),175 cm,66 kg,"M/AM (RL), ST (RL)",€300K - €3M,"€1,600 p/w",Right,Very Strong,Weak,9,10,14,9,12,9,7,10,7,6,11,9,9,14,9,10,10,12,9,11,14,16,7,12,6,11,11,11,13,14,12,5,14,12,10,8,1,2,2,3,4,1,2,2,1,3,3
Daley Blind,37005632,Girona,Spain (LaLiga),NED,9/3/1988 (35 years old),180 cm,72 kg,"DM, M (C)",€250K - €2.6M,"€15,000 p/w",Left,Weak,Very Strong,12,12,8,8,15,10,13,8,10,14,16,11,13,14,12,16,14,17,15,15,17,10,16,14,15,17,16,16,9,11,14,12,17,9,14,12,3,2,2,2,3,1,1,3,1,2,1
Vladyslav Vanat,71113671,Girona,Spain (LaLiga),UKR,4/1/2000 (23 years old),182 cm,69 kg,ST (C),€200K - €2M,"€3,400 p/w",Left,Fairly Strong,Very Strong,7,9,13,16,12,10,10,7,6,4,11,11,5,12,15,13,14,13,8,12,17,13,7,13,6,12,10,13,13,13,12,11,12,15,11,12,3,2,2,3,2,3,3,2,3,3,1
David López,67155094,Girona,Spain (LaLiga),ESP,9/10/1987 (35 years old),184 cm,83 kg,"DM, M (C)",€200K - €2M,"€67,000 p/w",Right,Very Strong,Fairly Strong,7,8,10,8,13,9,14,10,9,14,13,9,14,13,13,13,15,14,13,15,11,7,15,10,15,18,12,16,12,11,12,13,12,12,14,13,1,3,2,1,4,2,1,3,2,1,1
Alejandro Francés,67281886,Girona,Spain (LaLiga),ESP,1/8/2000 (22 years old),180 cm,70 kg,D (RL),€180K - €7.8M,"€6,000 p/w",Right,Very Strong,Fairly Strong,5,10,8,6,11,6,12,8,10,14,11,4,14,11,11,14,12,13,13,12,15,9,12,9,13,13,12,14,13,12,12,12,13,13,13,12,1,3,1,2,2,1,3,3,2,1,3
Enric Garcia,2002043730,Girona,Spain (LaLiga),ESP,27/2/2004 (19 years old),180 cm,72 kg,"DM, M (C)",€170K - €1.7M,€850 p/w,Right,Very Strong,Reasonable,8,8,10,11,14,8,7,9,4,10,10,4,14,14,15,7,9,8,7,14,5,13,10,9,10,12,10,7,13,11,9,6,14,11,7,7,3,3,2,3,2,3,2,2,2,3,2
